satellite,start_time,end_time,duration,max_elevation,constellation,location,country,duration [s],max_elevation [deg],satellite_height [km],slant_range [km],footprint_radius [km],footprint_area [km²]
TIANQI-36,2025-04-05 19:27:15.051925+00:00,2025-04-05 19:44:30.051903+00:00,1034.9999785423279,86.90727816941869,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-05 21:16:15.051897+00:00,2025-04-05 21:31:15.051924+00:00,900.0000268220901,19.518128576166898,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-06 10:25:00.051933+00:00,2025-04-06 10:39:15.051922+00:00,854.9999892711639,17.970026269282005,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-06 12:11:15.051915+00:00,2025-04-06 12:28:30.051934+00:00,1035.000018775463,87.90862058306469,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-06 14:00:15.051927+00:00,2025-04-06 14:17:15.051907+00:00,1019.9999794363976,30.94515510504547,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-06 15:50:30.051936+00:00,2025-04-06 16:06:15.051919+00:00,944.9999839067459,21.674398981638355,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-06 17:40:00.051906+00:00,2025-04-06 17:56:15.051928+00:00,975.0000223517418,35.11176570517993,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-06 19:28:15.051921+00:00,2025-04-06 19:45:15.051901+00:00,1019.9999794363976,71.00169446740645,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-07 10:25:15.051932+00:00,2025-04-07 10:40:30.051918+00:00,914.9999856948853,25.728080499023488,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-01 13:52:15.051916+00:00,2025-04-01 14:09:15.051895+00:00,1019.9999794363976,73.00375961970698,Tianqi,HK,CN,,,,,,
TIANQI-36,2025-04-07 12:12:15.051911+00:00,2025-04-07 12:29:15.051931+00:00,1020.0000196695328,71.28853514278406,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-07 14:02:00.051921+00:00,2025-04-07 14:18:00.051904+00:00,959.9999830126762,26.937077744415745,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-07 15:52:00.051930+00:00,2025-04-07 16:07:15.051916+00:00,914.9999856948853,22.393864581789543,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-07 17:40:30.051904+00:00,2025-04-07 17:57:30.051924+00:00,1020.0000196695328,42.721786496111974,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-07 19:29:15.051918+00:00,2025-04-07 19:46:15.051897+00:00,1019.9999794363976,51.65467175682869,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-07 21:19:15.051927+00:00,2025-04-07 21:30:15.051927+00:00,660.0000008940697,7.8315778181435025,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-08 08:42:15.051898+00:00,2025-04-08 08:50:15.051910+00:00,480.00001162290573,3.0363959747150613,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-08 10:25:15.051932+00:00,2025-04-08 10:42:00.051912+00:00,1004.9999803304672,36.03479305085504,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-08 12:13:15.051908+00:00,2025-04-08 12:30:15.051927+00:00,1020.0000196695328,55.125386256980875,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-05 15:49:15.051900+00:00,2025-04-05 16:05:15.051923+00:00,960.0000232458115,21.76946705630458,Tianqi,SH,CN,,,,,,
TIANQI-36,2025-04-08 17:41:30.051901+00:00,2025-04-08 17:58:30.051920+00:00,1020.0000196695328,53.72543400131409,Tianqi,SH,CN,,,,,,
